date,obs_cfs,pred_cfs
1981-03-01,5200.0,5335.443
1981-03-02,4550.0,4430.2944
1981-03-03,4000.0,4221.9404
1981-03-04,3500.0,3539.089
1981-03-05,3100.0,3051.883
1981-03-06,2800.0,2741.778
1981-03-07,2550.0,2416.4597
1981-03-08,2250.0,2224.0652
1981-03-09,2100.0,1953.894
1981-03-10,1950.0,1953.4576
1981-03-11,1800.0,1739.8008
1981-03-12,1700.0,1595.39
1981-03-13,1580.0,1560.6724
1981-03-14,1470.0,1397.3821
1981-03-15,1400.0,1332.9623
1981-03-16,1300.0,1316.6067
1981-03-17,1160.0,1178.0955
1981-03-18,1000.0,1016.36694
1981-03-19,1460.0,883.6085
1981-03-20,1750.0,1914.637
1981-03-21,1770.0,1725.611
1981-03-22,1660.0,1574.263
1981-03-23,1660.0,1540.3489
1981-03-24,1660.0,1757.2838
1981-03-25,1610.0,1692.1672
1981-03-26,1570.0,1567.0936
1981-03-27,1670.0,1488.5137
1981-03-28,1700.0,1774.8636
1981-03-29,1850.0,1709.9624
1981-03-30,2350.0,2004.9714
1981-03-31,3450.0,2826.9675
1981-04-01,4750.0,4372.41
1981-04-02,6110.0,5410.085
1981-04-03,8480.0,6680.4146
1981-04-04,10800.0,9534.133
1981-04-05,11800.0,11181.057
1981-04-06,12700.0,10895.523
1981-04-07,13700.0,12775.474
1981-04-08,13800.0,14114.723
1981-04-09,13300.0,13387.174
1981-04-10,12400.0,12640.933
1981-04-11,11500.0,11418.167
1981-04-12,10700.0,10734.848
1981-04-13,9660.0,10211.567
1981-04-14,8410.0,8739.278
1981-04-15,7320.0,7287.3857
1981-04-16,6380.0,6569.3574
1981-04-17,5590.0,5764.534
1981-04-18,4860.0,5133.4717
1981-04-19,4460.0,4439.383
1981-04-20,4280.0,4387.6753
1981-04-21,4070.0,4276.6724
1981-04-22,3750.0,3920.745
1981-04-23,3380.0,3558.9175
1981-04-24,3110.0,3215.7979
1981-04-25,3120.0,3095.2139
1981-04-26,3290.0,3310.6753
1981-04-27,3320.0,3539.5327
1981-04-28,3180.0,3329.1853
1981-04-29,3020.0,3079.4119
1981-04-30,3310.0,2957.4163
1981-05-01,3790.0,3623.0173
1981-05-02,3870.0,4009.6902
1981-05-03,3620.0,3748.8098
1981-05-04,3280.0,3412.4312
1981-05-05,2960.0,3084.3076
1981-05-06,2700.0,2846.3975
1981-05-07,2570.0,2637.0977
1981-05-08,2510.0,2551.5842
1981-05-09,2380.0,2498.8945
1981-05-10,2160.0,2312.8213
1981-05-11,1940.0,2043.8721
1981-05-12,1790.0,1821.326
1981-05-13,1870.0,1687.9031
1981-05-14,2450.0,1868.2131
1981-05-15,3100.0,2899.5115
1981-05-16,3440.0,3286.0625
1981-05-17,3550.0,3349.2935
1981-05-18,3900.0,3505.276
1981-05-19,4350.0,4252.5747
1981-05-20,4430.0,4671.714
1981-05-21,4090.0,4081.576
1981-05-22,3570.0,3567.9321
1981-05-23,3070.0,3043.7502
1981-05-24,2640.0,2665.012
1981-05-25,2300.0,2327.2092
1981-05-26,2070.0,2052.0627
1981-05-27,1970.0,1967.6042
1981-05-28,2190.0,1995.5447
1981-05-29,2330.0,2540.5576
1981-05-30,2280.0,2411.6611
1981-05-31,2460.0,2158.3518
1981-06-01,2900.0,2675.6653
1981-06-02,3080.0,3331.6638
1981-06-03,2880.0,3012.7927
1981-06-04,2520.0,2544.5579
1981-06-05,2180.0,2229.1648
1981-06-06,1930.0,2009.5693
1981-06-07,1940.0,1856.2477
1981-06-08,2240.0,2040.1898
1981-06-09,2480.0,2477.2778
1981-06-10,2740.0,2496.3333
1981-06-11,2730.0,2849.404
1981-06-12,2490.0,2580.3467
1981-06-13,2200.0,2218.2654
1981-06-14,1940.0,1965.077
1981-06-15,1740.0,1760.2626
1981-06-16,1580.0,1667.5165
1981-06-17,1610.0,1521.0067
1981-06-18,1630.0,1710.6938
1981-06-19,1520.0,1655.9636
1981-06-20,1340.0,1427.2235
1981-06-21,1340.0,1256.5248
1981-06-22,1810.0,1417.1536
1981-06-23,2400.0,2282.3677
1981-06-24,2790.0,2717.6104
1981-06-25,3000.0,2814.9958
1981-06-26,3370.0,2991.861
1981-06-27,3890.0,3742.4456
1981-06-28,3920.0,4453.9023
1981-06-29,3480.0,3722.3926
1981-06-30,2880.0,2991.0276
1981-07-01,2340.0,2363.954
1981-07-02,1920.0,1969.9465
1981-07-03,1610.0,1637.9607
1981-07-04,1370.0,1416.3342
1981-07-05,1190.0,1219.9988
1981-07-06,1110.0,1073.6831
1981-07-07,1080.0,1088.4823
1981-07-08,1030.0,1071.5045
1981-07-09,993.0,986.51086
1981-07-10,950.0,949.5227
1981-07-11,896.0,900.49
1981-07-12,844.0,826.91235
1981-07-13,780.0,762.5448
1981-07-14,879.0,678.9652
1981-07-15,1140.0,958.18835
1981-07-16,1310.0,1361.4722
1981-07-17,1250.0,1328.9839
1981-07-18,1070.0,1117.512
1981-07-19,990.0,942.7881
1981-07-20,1060.0,946.141
1981-07-21,1120.0,1114.051
1981-07-22,1220.0,1101.0232
1981-07-23,1220.0,1267.4448
1981-07-24,1090.0,1126.4362
1981-07-25,923.0,937.58936
1981-07-26,780.0,807.44775
1981-07-27,734.0,701.19336
1981-07-28,744.0,709.55615
1981-07-29,722.0,764.1975
1981-07-30,678.0,712.063
1981-07-31,621.0,650.2992
1981-08-01,559.0,567.0824
1981-08-02,496.0,493.46814
1981-08-03,429.0,435.6609
1981-08-04,378.0,357.85938
1981-08-05,351.0,313.75098
1981-08-06,707.0,292.5442
1981-08-07,1710.0,1031.747
1981-08-08,2610.0,2711.64
1981-08-09,2930.0,3143.3608
1981-08-10,2820.0,2810.6377
1981-08-11,2480.0,2557.2961
1981-08-12,2090.0,2062.632
1981-08-13,1740.0,1624.9756
1981-08-14,1450.0,1374.4469
1981-08-15,1210.0,1227.9878
1981-08-16,1460.0,1085.9572
1981-08-17,2930.0,1835.6102
1981-08-18,4030.0,4461.324
1981-08-19,4230.0,4197.025
1981-08-20,3850.0,3766.813
1981-08-21,3210.0,3254.9058
1981-08-22,2580.0,2481.7915
1981-08-23,2100.0,2069.117
1981-08-24,1810.0,1774.7223
1981-08-25,1540.0,1654.965
1981-08-26,1320.0,1321.6632
1981-08-27,1150.0,1189.2988
1981-08-28,1020.0,1013.3738
1981-08-29,882.0,916.04443
1981-08-30,738.0,779.13794
1981-08-31,608.0,640.0574
1981-09-01,547.0,513.4175
1981-09-02,509.0,507.18005
1981-09-03,486.0,462.05273
1981-09-04,439.0,443.3308
1981-09-05,392.0,377.99683
1981-09-06,365.0,320.5581
1981-09-07,340.0,322.6997
1981-09-08,317.0,295.91943
1981-09-09,313.0,311.17993
1981-09-10,320.0,321.59497
1981-09-11,329.0,312.12793
1981-09-12,328.0,304.18335
1981-09-13,323.0,309.42505
1981-09-14,318.0,312.20923
1981-09-15,304.0,285.80664
1981-09-16,295.0,258.8086
1981-09-17,300.0,266.92725
1981-09-18,297.0,296.2256
1981-09-19,341.0,296.66357
1981-09-20,1390.0,381.8667
1981-09-21,2880.0,2459.1606
1981-09-22,3070.0,3996.3857
1981-09-23,3680.0,2634.719
1981-09-24,7020.0,4053.5698
1981-09-25,17500.0,9441.024
1981-09-26,21600.0,23571.059
1981-09-27,21300.0,21821.723
1981-09-28,19900.0,20340.898
1981-09-29,17800.0,18380.418
1981-09-30,15200.0,15577.714
1981-10-01,12600.0,12658.034
1981-10-02,9990.0,10107.875
1981-10-03,8240.0,7563.6304
1981-10-04,7450.0,6907.713
1981-10-05,7070.0,6906.326
1981-10-06,6590.0,6690.129
1981-10-07,6070.0,5905.507
1981-10-08,6050.0,5321.3164
1981-10-09,6500.0,5832.044
1981-10-10,6940.0,6563.282
1981-10-11,6830.0,6902.17
1981-10-12,6220.0,6377.8228
1981-10-13,5340.0,5489.7817
1981-10-14,4500.0,4527.995
1981-10-15,3910.0,3840.0637
1981-10-16,3470.0,3504.1885
1981-10-17,3100.0,3116.0027
1981-10-18,2790.0,2788.5786
1981-10-19,3000.0,2518.335
1981-10-20,3690.0,3052.0488
1981-10-21,4200.0,3946.349
1981-10-22,4320.0,4122.836
1981-10-23,4120.0,4025.2346
1981-10-24,4800.0,3748.4175
1981-10-25,7030.0,5162.174
1981-10-26,9310.0,8573.555
1981-10-27,10500.0,10236.246
1981-10-28,11600.0,10315.635
1981-10-29,12700.0,11993.334
1981-10-30,12900.0,13124.865
1981-10-31,12100.0,12301.763
1981-11-01,10600.0,10735.071
1981-11-02,8960.0,8846.47
1981-11-03,7470.0,7305.3003
1981-11-04,6260.0,6172.3027
1981-11-05,5150.0,5185.252
1981-11-06,4360.0,4083.1372
1981-11-07,4100.0,3629.5173
1981-11-08,4030.0,3945.4736
1981-11-09,3960.0,3945.919
1981-11-10,3730.0,3865.975
1981-11-11,3400.0,3456.2449
1981-11-12,3100.0,3073.718
1981-11-13,2800.0,2826.0706
1981-11-14,2530.0,2587.668
1981-11-15,2330.0,2381.4019
1981-11-16,2210.0,2254.6177
1981-11-17,2430.0,2176.4458
1981-11-18,3400.0,2668.4624
1981-11-19,4770.0,4353.354
1981-11-20,5620.0,5868.5254
1981-11-21,6290.0,5714.7314
1981-11-22,7220.0,6493.6445
1981-11-23,7740.0,7919.257
1981-11-24,7500.0,7783.7183
1981-11-25,6740.0,6956.086
1981-11-26,5710.0,5938.3457
1981-11-27,4670.0,4816.8696
1981-11-28,4030.0,3841.4321
1981-11-29,3650.0,3724.164
1981-11-30,3060.0,3387.7302
1981-12-01,2720.0,2484.7063
1981-12-02,2860.0,2535.272
1981-12-03,3870.0,3099.1833
1981-12-04,4840.0,5047.067
1981-12-05,5310.0,5556.077
1981-12-06,5540.0,5261.813
1981-12-07,6420.0,5524.1016
1981-12-08,7560.0,7482.883
1981-12-09,8160.0,8434.619
1981-12-10,7850.0,8079.497
1981-12-11,7100.0,7187.913
1981-12-12,6200.0,6292.205
1981-12-13,5100.0,5289.9707
1981-12-14,4160.0,3936.3245
1981-12-15,3760.0,3254.487
1981-12-16,3680.0,3484.9902
1981-12-17,3770.0,3644.3584
1981-12-18,3670.0,3887.6033
1981-12-19,3360.0,3570.9023
1981-12-20,2970.0,3059.268
1981-12-21,2750.0,2724.6172
1981-12-22,2630.0,2759.168
1981-12-23,2640.0,2642.943
1981-12-24,2580.0,2663.1714
1981-12-25,2480.0,2470.3564
1981-12-26,2340.0,2383.1191
1981-12-27,2160.0,2234.0203
1981-12-28,2020.0,2017.288
1981-12-29,1970.0,1955.4984
1981-12-30,1950.0,2035.1669
1981-12-31,1810.0,2041.8755
1982-01-01,1730.0,1755.0597
1982-01-02,1570.0,1744.3806
1982-01-03,1570.0,1497.502
1982-01-04,1760.0,1646.5583
1982-01-05,1960.0,1958.3481
1982-01-06,2640.0,2120.1443
1982-01-07,3040.0,3539.5518
1982-01-08,3400.0,3144.7659
1982-01-09,3570.0,3644.092
1982-01-10,3590.0,3658.3445
1982-01-11,3430.0,3553.87
1982-01-12,3230.0,3213.328
1982-01-13,3080.0,3055.9485
1982-01-14,2790.0,3014.573
1982-01-15,2670.0,2490.3572
1982-01-16,2580.0,2703.3926
1982-01-17,2450.0,2509.9858
1982-01-18,2350.0,2263.2278
1982-01-19,2270.0,2273.9355
1982-01-20,2200.0,2238.871
1982-01-21,2140.0,2173.9167
1982-01-22,2100.0,2160.0435
1982-01-23,2010.0,2109.8977
1982-01-24,1980.0,1946.4518
1982-01-25,1910.0,2002.9417
1982-01-26,1840.0,1875.605
1982-01-27,1810.0,1792.0544
1982-01-28,1780.0,1820.8325
1982-01-29,1750.0,1800.1752
1982-01-30,1710.0,1745.9271
1982-01-31,1690.0,1707.8209
1982-02-01,1660.0,1716.3177
1982-02-02,1640.0,1663.3215
1982-02-03,1610.0,1657.5612
1982-02-04,1590.0,1641.841
1982-02-05,1720.0,1644.1024
1982-02-06,2600.0,1943.1119
1982-02-07,2880.0,3777.039
1982-02-08,2800.0,2844.8137
1982-02-09,2700.0,2697.5522
1982-02-10,2500.0,2646.596
1982-02-11,2300.0,2330.7058
1982-02-12,2150.0,2176.5247
1982-02-13,2010.0,2101.0444
1982-02-14,1900.0,1980.3282
1982-02-15,1800.0,1887.6083
1982-02-16,1690.0,1796.9736
1982-02-17,1580.0,1647.0969
1982-02-18,1520.0,1557.5138
1982-02-19,1450.0,1534.3651
1982-02-20,1360.0,1421.4912
1982-02-21,1290.0,1316.6438
1982-02-22,1240.0,1284.616
1982-02-23,1210.0,1267.4258
1982-02-24,1170.0,1227.2095
1982-02-25,1130.0,1140.6301
1982-02-26,1100.0,1098.5498
1982-02-27,1060.0,1085.532
1982-02-28,1040.0,1022.0764
1982-03-01,1010.0,1027.7817
1982-03-02,980.0,1010.3855
1982-03-03,945.0,982.92896
1982-03-04,915.0,949.6116
1982-03-05,900.0,926.5249
1982-03-06,910.0,929.36914
1982-03-07,930.0,954.8606
1982-03-08,1000.0,991.6985
1982-03-09,1120.0,1110.9722
1982-03-10,1200.0,1243.478
1982-03-11,1210.0,1241.5658
1982-03-12,1200.0,1217.9478
1982-03-13,1290.0,1202.8191
1982-03-14,1500.0,1405.8567
1982-03-15,1850.0,1680.9501
1982-03-16,2060.0,2143.9785
1982-03-17,2060.0,2065.2778
1982-03-18,2060.0,1956.1898
1982-03-19,2060.0,2017.907
1982-03-20,2070.0,2024.7454
1982-03-21,2100.0,2047.8741
1982-03-22,2090.0,2106.8335
1982-03-23,2040.0,2003.4471
1982-03-24,1980.0,1931.1321
1982-03-25,1950.0,1896.6217
1982-03-26,2090.0,1909.4388
1982-03-27,2570.0,2241.8477
1982-03-28,3050.0,3089.2744
1982-03-29,3380.0,3250.6821
1982-03-30,3410.0,3408.0906
1982-03-31,3480.0,3261.127
1982-04-01,4320.0,3492.573
1982-04-02,5960.0,5410.766
1982-04-03,6650.0,7724.5522
1982-04-04,7210.0,6835.0156
1982-04-05,7750.0,7575.7188
1982-04-06,7850.0,8159.84
1982-04-07,7470.0,7703.035
1982-04-08,6800.0,6802.584
1982-04-09,6300.0,5926.956
1982-04-10,5770.0,5780.409
1982-04-11,5220.0,5182.725
1982-04-12,4920.0,4682.5576
1982-04-13,4920.0,4737.701
1982-04-14,4980.0,4906.3013
1982-04-15,5130.0,4915.281
1982-04-16,5490.0,5188.165
1982-04-17,6360.0,5800.956
1982-04-18,8870.0,7278.1025
1982-04-19,12400.0,11859.582
1982-04-20,14500.0,15137.455
1982-04-21,15800.0,14850.902
1982-04-22,17300.0,16052.004
1982-04-23,18000.0,18211.016
1982-04-24,17600.0,17691.352
1982-04-25,16800.0,16480.732
1982-04-26,16000.0,15636.164
1982-04-27,15700.0,14923.619
1982-04-28,15900.0,15402.892
1982-04-29,16100.0,16144.205
1982-04-30,16000.0,16059.969
1982-05-01,15300.0,15481.731
1982-05-02,14000.0,14215.582
1982-05-03,12300.0,12677.495
1982-05-04,10500.0,10827.739
1982-05-05,8840.0,8982.611
1982-05-06,7590.0,7469.7246
1982-05-07,6570.0,6627.6826
1982-05-08,5630.0,5772.424
1982-05-09,4820.0,4781.5146
1982-05-10,4220.0,4134.8223
1982-05-11,3790.0,3791.5557
1982-05-12,3440.0,3448.5867
1982-05-13,3070.0,3203.3105
1982-05-14,2740.0,2799.6333
1982-05-15,2460.0,2446.7502
1982-05-16,2210.0,2226.7905
1982-05-17,1970.0,2037.6654
1982-05-18,1750.0,1829.9974
1982-05-19,1580.0,1625.4895
1982-05-20,1460.0,1514.5398
1982-05-21,1350.0,1440.1785
1982-05-22,1250.0,1300.9368
1982-05-23,1140.0,1228.7092
1982-05-24,1050.0,1107.5593
1982-05-25,992.0,1034.5784
1982-05-26,939.0,997.0049
1982-05-27,904.0,950.66895
1982-05-28,834.0,952.71265
1982-05-29,777.0,858.60693
1982-05-30,714.0,821.261
1982-05-31,652.0,753.99414
1982-06-01,601.0,692.35986
1982-06-02,652.0,608.1885
1982-06-03,1400.0,730.52856
1982-06-04,2280.0,2175.5227
1982-06-05,2330.0,2932.3909
1982-06-06,2000.0,2148.7588
1982-06-07,1610.0,1670.6967
1982-06-08,1320.0,1333.2217
1982-06-09,1100.0,1173.6953
1982-06-10,962.0,992.6946
1982-06-11,840.0,906.7781
1982-06-12,731.0,789.59644
1982-06-13,646.0,677.687
1982-06-14,596.0,588.37695
1982-06-15,552.0,542.24536
1982-06-16,535.0,511.50024
1982-06-17,552.0,515.18335
1982-06-18,541.0,542.82983
1982-06-19,530.0,511.96533
1982-06-20,498.0,516.6267
1982-06-21,445.0,503.1914
1982-06-22,419.0,439.68213
1982-06-23,398.0,397.39526
1982-06-24,382.0,360.30347
1982-06-25,377.0,324.22412
1982-06-26,382.0,334.86157
1982-06-27,382.0,357.1123
1982-06-28,361.0,344.688
1982-06-29,351.0,313.08716
1982-06-30,377.0,323.47607
1982-07-01,413.0,385.4475
1982-07-02,440.0,425.2832
1982-07-03,429.0,453.9558
1982-07-04,387.0,411.7749
1982-07-05,341.0,340.52734
1982-07-06,300.0,293.7312
1982-07-07,269.0,230.99341
1982-07-08,244.0,205.53589
1982-07-09,219.0,168.91968
1982-07-10,204.0,123.47461
1982-07-11,204.0,138.27881
1982-07-12,199.0,174.25537
1982-07-13,194.0,174.87769
1982-07-14,185.0,194.49243
1982-07-15,175.0,180.21948
1982-07-16,170.0,157.04663
1982-07-17,170.0,137.43042
1982-07-18,165.0,156.85376
1982-07-19,128.0,152.93018
1982-07-20,90.0,93.056885
1982-07-21,104.0,62.203857
1982-07-22,128.0,93.388916
1982-07-23,128.0,138.08105
1982-07-24,224.0,133.55908
1982-07-25,264.0,289.792
1982-07-26,264.0,276.802
1982-07-27,234.0,253.72925
1982-07-28,204.0,226.84619
1982-07-29,204.0,195.3186
1982-07-30,214.0,216.68506
1982-07-31,259.0,226.7207
1982-08-01,305.0,294.4851
1982-08-02,284.0,329.74097
1982-08-03,239.0,260.2063
1982-08-04,204.0,217.80786
1982-08-05,180.0,190.78833
1982-08-06,175.0,164.63403
1982-08-07,199.0,157.93628
1982-08-08,234.0,179.87134
1982-08-09,249.0,230.51904
1982-08-10,244.0,233.83838
1982-08-11,249.0,231.58472
1982-08-12,290.0,241.26855
1982-08-13,325.0,310.4546
1982-08-14,325.0,345.0564
1982-08-15,341.0,328.52783
1982-08-16,330.0,364.4148
1982-08-17,310.0,325.11426
1982-08-18,300.0,281.90015
1982-08-19,300.0,284.56006
1982-08-20,264.0,292.76196
1982-08-21,234.0,235.97607
1982-08-22,204.0,215.86914
1982-08-23,170.0,175.20703
1982-08-24,165.0,139.02148
1982-08-25,209.0,163.55908
1982-08-26,492.0,216.97485
1982-08-27,1610.0,782.18555
1982-08-28,2100.0,3020.9246
1982-08-29,1840.0,2335.6035
1982-08-30,1480.0,1478.9894
1982-08-31,1180.0,1177.7363
1982-09-01,968.0,894.56177
1982-09-02,828.0,748.3589
1982-09-03,800.0,649.6155
1982-09-04,1150.0,745.6509
1982-09-05,1600.0,1528.033
1982-09-06,1520.0,1899.838
1982-09-07,1290.0,1208.0664
1982-09-08,1100.0,1005.7407
1982-09-09,1000.0,894.00854
1982-09-10,921.0,901.77954
1982-09-11,823.0,798.39087
1982-09-12,725.0,696.2246
1982-09-13,641.0,604.2761
1982-09-14,563.0,550.7859
1982-09-15,541.0,467.1714
1982-09-16,663.0,504.91968
1982-09-17,939.0,766.39453
1982-09-18,1130.0,1143.5591
1982-09-19,1170.0,1106.4658
1982-09-20,1090.0,1031.9409
1982-09-21,974.0,910.6277
1982-09-22,875.0,827.46655
1982-09-23,834.0,771.17676
1982-09-24,834.0,785.9756
1982-09-25,823.0,777.1804
1982-09-26,777.0,749.1018
1982-09-27,720.0,627.24097
1982-09-28,731.0,617.39014
1982-09-29,811.0,768.2927
1982-09-30,840.0,860.7224
1982-10-01,828.0,751.93506
1982-10-02,846.0,738.0681
1982-10-03,904.0,850.42334
1982-10-04,992.0,946.65967
1982-10-05,962.0,1020.1919
1982-10-06,886.0,832.5415
1982-10-07,817.0,780.4949
1982-10-08,754.0,753.90894
1982-10-09,731.0,685.3789
1982-10-10,754.0,693.5713
1982-10-11,800.0,723.8811
1982-10-12,800.0,766.1157
1982-10-13,765.0,719.2024
1982-10-14,731.0,666.4912
1982-10-15,782.0,652.7886
1982-10-16,898.0,824.7147
1982-10-17,986.0,980.62964
1982-10-18,998.0,990.7363
1982-10-19,950.0,929.96606
1982-10-20,861.0,888.18994
1982-10-21,837.0,767.5454
1982-10-22,792.0,837.9374
1982-10-23,724.0,711.0338
1982-10-24,677.0,625.6682
1982-10-25,623.0,625.68726
1982-10-26,591.0,556.7405
1982-10-27,552.0,552.03174
1982-10-28,533.0,504.33594
1982-10-29,517.0,498.84204
1982-10-30,492.0,480.86548
1982-10-31,459.0,452.7173
1982-11-01,439.0,426.53003
1982-11-02,430.0,428.56128
1982-11-03,451.0,417.76953
1982-11-04,513.0,453.13245
1982-11-05,803.0,543.90137
1982-11-06,2140.0,1164.8767
1982-11-07,3320.0,3899.3027
1982-11-08,3680.0,4068.0073
1982-11-09,3490.0,3401.204
1982-11-10,3080.0,3000.6382
1982-11-11,2630.0,2471.1438
1982-11-12,2330.0,2044.947
1982-11-13,2720.0,2014.7405
1982-11-14,5520.0,3195.8335
1982-11-15,7600.0,8547.856
1982-11-16,8530.0,8527.008
1982-11-17,8630.0,8558.162
1982-11-18,7850.0,8397.978
1982-11-19,6710.0,6879.7617
1982-11-20,5540.0,5377.84
1982-11-21,4570.0,4496.365
1982-11-22,4040.0,3913.8486
1982-11-23,4050.0,3800.4
1982-11-24,4520.0,4137.806
1982-11-25,5090.0,4911.286
1982-11-26,5330.0,5445.9023
1982-11-27,5070.0,5207.907
1982-11-28,4300.0,4543.751
1982-11-29,3700.0,3339.4685
1982-11-30,3470.0,3308.7007
1982-12-01,3140.0,3426.6045
1982-12-02,2930.0,2738.4072
1982-12-03,3060.0,2744.0408
1982-12-04,3490.0,3283.6482
1982-12-05,4150.0,3929.4639
1982-12-06,4570.0,4697.179
1982-12-07,4620.0,4548.8765
1982-12-08,4350.0,4326.242
1982-12-09,3940.0,3993.899
1982-12-10,2820.0,3544.836
1982-12-11,2150.0,1701.7075
1982-12-12,2230.0,1934.3892
1982-12-13,1970.0,2512.1887
1982-12-14,1810.0,1864.9943
1982-12-15,1800.0,1830.825
1982-12-16,1750.0,1796.9722
1982-12-17,1820.0,1737.6681
1982-12-18,1920.0,1906.7734
1982-12-19,1930.0,1970.324
1982-12-20,1830.0,1834.6301
1982-12-21,1700.0,1692.3499
1982-12-22,1600.0,1587.9188
1982-12-23,1470.0,1547.0916
1982-12-24,1350.0,1369.5647
1982-12-25,1250.0,1247.4312
1982-12-26,1230.0,1167.6787
1982-12-27,1250.0,1193.5431
1982-12-28,1320.0,1225.2719
1982-12-29,1480.0,1318.8739
1982-12-30,1570.0,1529.255
1982-12-31,1600.0,1492.0547
1983-01-01,1550.0,1515.4517
1983-01-02,1450.0,1471.9658
1983-01-03,1370.0,1334.2168
1983-01-04,1300.0,1303.3597
1983-01-05,1200.0,1231.9379
1983-01-06,1120.0,1091.2028
1983-01-07,1050.0,1056.4276
1983-01-08,1020.0,1008.25464
1983-01-09,1000.0,988.3723
1983-01-10,1200.0,966.68225
1983-01-11,1600.0,1433.8848
1983-01-12,5000.0,1801.7069
1983-01-13,8000.0,8307.015
1983-01-14,8500.0,9195.932
1983-01-15,7300.0,7841.7847
1983-01-16,6000.0,5909.9893
1983-01-17,4000.0,4703.0723
1983-01-18,3000.0,2505.5127
1983-01-19,2400.0,2557.6948
1983-01-20,2000.0,1987.1735
1983-01-21,1750.0,1759.8013
1983-01-22,1600.0,1638.6006
1983-01-23,1500.0,1502.7676
1983-01-24,1500.0,1452.0466
1983-01-25,2250.0,1538.6508
1983-01-26,2450.0,3093.8735
1983-01-27,2350.0,2183.192
1983-01-28,2050.0,2144.8403
1983-01-29,1800.0,1823.8386
1983-01-30,1600.0,1704.0677
1983-01-31,1470.0,1520.9037
1983-02-01,1380.0,1445.762
1983-02-02,1350.0,1329.6711
1983-02-03,1350.0,1332.6829
1983-02-04,6000.0,1338.7196
1983-02-05,7800.0,10763.003
1983-02-06,7600.0,7657.8022
1983-02-07,7300.0,6956.8125
1983-02-08,6000.0,6737.0913
1983-02-09,4900.0,4396.767
1983-02-10,4000.0,3826.8882
1983-02-11,3300.0,3155.208
1983-02-12,2900.0,2623.4255
1983-02-13,2500.0,2588.0679
1983-02-14,2250.0,2178.4446
1983-02-15,2000.0,2059.915
1983-02-16,1850.0,1766.2327
1983-02-17,1730.0,1695.1104
1983-02-18,1600.0,1588.1285
1983-02-19,1500.0,1471.9717
1983-02-20,1400.0,1433.6106
1983-02-21,1350.0,1319.1981
1983-02-22,1300.0,1276.6471
1983-02-23,1230.0,1200.9132
1983-02-24,1180.0,1089.2584
1983-02-25,1150.0,1080.465
1983-02-26,1100.0,1089.3035
1983-02-27,1080.0,1016.7494
1983-02-28,1050.0,1026.9711
1983-03-01,1040.0,979.421
1983-03-02,1060.0,994.36694
1983-03-03,1200.0,1042.4011
1983-03-04,2000.0,1301.4974
1983-03-05,3400.0,3036.27
1983-03-06,3500.0,4587.421
1983-03-07,3300.0,2698.831
1983-03-08,2800.0,2801.4136
1983-03-09,2300.0,2349.1206
1983-03-10,1950.0,1871.2654
1983-03-11,1800.0,1626.0305
1983-03-12,1850.0,1644.8813
1983-03-13,2000.0,1839.4485
1983-03-14,2750.0,2031.4358
1983-03-15,3050.0,3602.7056
1983-03-16,3150.0,2848.9644
1983-03-17,3420.0,2972.5645
1983-03-18,3730.0,3503.821
1983-03-19,4070.0,3811.5493
1983-03-20,4980.0,4149.8105
1983-03-21,6500.0,6039.449
1983-03-22,8690.0,8033.5312
